function,reqID,start,finish,mergingPoint,host,duration
F,13,,,,s,90
F,14,,,,s,90
F,15,,,,s,90
F,16,,,,s,90
F,17,,,,s,90
F,18,,,,s,90
F,19,,,,s,90
F,20,,,,s,90
E,1,,,,s,90
E,2,,,,s,90
E,3,,,,s,90
E,4,,,,s,90
E,5,,,,s,90
E,6,,,,s,90
E,7,,,,s,90
E,8,,,,s,90
E,9,,,,s,90
E,10,,,,s,90
E,11,,,,s,90
E,12,,,,s,90
E,13,,,,s,90
E,14,,,,s,90
E,15,,,,s,90
E,16,,,,s,90
E,17,,,,s,90
E,18,,,,s,90
E,19,,,,s,90
E,20,,,,s,90
A,21,,,,vm0,190
A,22,,,,vm0,190
A,23,,,,vm0,190
A,24,,,,vm0,190
A,25,,,,vm0,190
A,26,,,,vm0,190
A,27,,,,vm0,190
A,28,,,,vm0,190
A,29,,,,vm0,190
A,30,,,,vm0,190
A,31,,,,vm0,190
A,32,,,,vm0,190
A,33,,,,vm0,190
A,34,,,,vm0,190
A,35,,,,vm0,190
A,36,,,,vm0,190
A,37,,,,vm0,190
A,38,,,,vm0,190
A,39,,,,vm0,190
A,40,,,,vm0,190
B,21,,,,vm0,190
B,22,,,,vm0,190
B,23,,,,vm0,190
B,24,,,,vm0,190
B,25,,,,vm0,190
B,26,,,,vm0,190
B,27,,,,vm0,190
B,28,,,,vm0,190
B,29,,,,vm0,190
B,30,,,,vm0,190
B,31,,,,vm0,190
B,32,,,,vm0,190
B,33,,,,vm0,190
B,34,,,,vm0,190
B,35,,,,vm0,190
B,36,,,,vm0,190
B,37,,,,vm0,190
B,38,,,,vm0,190
B,39,,,,vm0,190
B,40,,,,vm0,190
C,21,,,,vm0,190
C,22,,,,vm0,190
C,23,,,,vm0,190
C,24,,,,vm0,190
C,25,,,,vm0,190
C,26,,,,vm0,190
C,27,,,,vm0,190
C,28,,,,vm0,190
C,29,,,,vm0,190
C,30,,,,vm0,190
C,31,,,,vm0,190
C,32,,,,vm0,190
C,33,,,,vm0,190
C,34,,,,vm0,190
C,35,,,,vm0,190
C,36,,,,vm0,190
C,37,,,,vm0,190
C,38,,,,vm0,190
C,39,,,,vm0,190
C,40,,,,vm0,190
D,21,,,E,vm0,190
D,22,,,E,vm0,190
D,23,,,E,vm0,190
D,24,,,E,vm0,190
D,25,,,E,vm0,190
D,26,,,E,vm0,190
D,27,,,E,vm0,190
D,28,,,E,vm0,190
D,29,,,E,vm0,190
D,30,,,E,vm0,190
D,31,,,E,vm0,190
D,32,,,E,vm0,190
D,33,,,E,vm0,190
D,34,,,E,vm0,190
D,35,,,E,vm0,190
D,36,,,E,vm0,190
D,37,,,E,vm0,190
D,38,,,E,vm0,190
D,39,,,E,vm0,190
D,40,,,E,vm0,190
D,21,,,B,vm0,190
D,22,,,B,vm0,190
D,23,,,B,vm0,190
D,24,,,B,vm0,190
D,25,,,B,vm0,190
D,26,,,B,vm0,190
D,27,,,B,vm0,190
D,28,,,B,vm0,190
D,29,,,B,vm0,190
D,30,,,B,vm0,190
D,31,,,B,vm0,190
D,32,,,B,vm0,190
D,33,,,B,vm0,190
D,34,,,B,vm0,190
D,35,,,B,vm0,190
D,36,,,B,vm0,190
D,37,,,B,vm0,190
D,38,,,B,vm0,190
D,39,,,B,vm0,190
D,40,,,B,vm0,190
D,21,,,F,vm0,190
D,22,,,F,vm0,190
D,23,,,F,vm0,190
D,24,,,F,vm0,190
D,25,,,F,vm0,190
D,26,,,F,vm0,190
D,27,,,F,vm0,190
D,28,,,F,vm0,190
D,29,,,F,vm0,190
D,30,,,F,vm0,190
D,31,,,F,vm0,190
D,32,,,F,vm0,190
D,33,,,F,vm0,190
D,34,,,F,vm0,190
D,35,,,F,vm0,190
D,36,,,F,vm0,190
D,37,,,F,vm0,190
D,38,,,F,vm0,190
D,39,,,F,vm0,190
D,40,,,F,vm0,190
F,21,,,,vm0,190
F,22,,,,vm0,190
F,23,,,,vm0,190
F,24,,,,vm0,190
F,25,,,,vm0,190
F,26,,,,vm0,190
F,27,,,,vm0,190
F,28,,,,vm0,190
F,29,,,,vm0,190
F,30,,,,vm0,190
F,31,,,,vm0,190
F,32,,,,vm0,190
F,33,,,,vm0,190
F,34,,,,vm0,190
F,35,,,,vm0,190
F,36,,,,vm0,190
F,37,,,,vm0,190
F,38,,,,vm0,190
F,39,,,,vm0,190
F,40,,,,vm0,190
E,21,,,,vm0,190
E,22,,,,vm0,190
E,23,,,,vm0,190
E,24,,,,vm0,190
E,25,,,,vm0,190
E,26,,,,vm0,190
E,27,,,,vm0,190
E,28,,,,vm0,190
E,29,,,,vm0,190
E,30,,,,vm0,190
E,31,,,,vm0,190
E,32,,,,vm0,190
E,33,,,,vm0,190
E,34,,,,vm0,190
E,35,,,,vm0,190
E,36,,,,vm0,190
E,37,,,,vm0,190
E,38,,,,vm0,190
E,39,,,,vm0,190
E,40,,,,vm0,190
